model_id,data_id,d_spec_file,model,m_seed
dataset_pt1_m0,clean_d0,specs/clean_d_spec.csv,butd_eff,69834
dataset_pt1_m1,clean_d0,specs/clean_d_spec.csv,mcan_small,38960
dataset_pt1_m2,clean_d0,specs/clean_d_spec.csv,mcan_large,48137
dataset_pt1_m3,clean_d0,specs/clean_d_spec.csv,ban_4,36349
dataset_pt1_m4,clean_d0,specs/clean_d_spec.csv,ban_8,64933
dataset_pt1_m5,clean_d0,specs/clean_d_spec.csv,mfb,37818
dataset_pt1_m6,clean_d0,specs/clean_d_spec.csv,mfh,34671
dataset_pt1_m7,clean_d0,specs/clean_d_spec.csv,butd,58153
dataset_pt1_m8,clean_d0,specs/clean_d_spec.csv,mmnasnet_small,39823
dataset_pt1_m9,clean_d0,specs/clean_d_spec.csv,mmnasnet_large,54957
dataset_pt1_m10,clean_d0,specs/clean_d_spec.csv,butd_eff,54649
dataset_pt1_m11,clean_d0,specs/clean_d_spec.csv,mcan_small,46807
dataset_pt1_m12,clean_d0,specs/clean_d_spec.csv,mcan_large,77915
dataset_pt1_m13,clean_d0,specs/clean_d_spec.csv,ban_4,45792
dataset_pt1_m14,clean_d0,specs/clean_d_spec.csv,ban_8,82144
dataset_pt1_m15,clean_d0,specs/clean_d_spec.csv,mfb,88184
dataset_pt1_m16,clean_d0,specs/clean_d_spec.csv,mfh,3219
dataset_pt1_m17,clean_d0,specs/clean_d_spec.csv,butd,71038
dataset_pt1_m18,clean_d0,specs/clean_d_spec.csv,mmnasnet_small,57593
dataset_pt1_m19,clean_d0,specs/clean_d_spec.csv,mmnasnet_large,80871
dataset_pt1_m20,clean_d0,specs/clean_d_spec.csv,butd_eff,51131
dataset_pt1_m21,clean_d0,specs/clean_d_spec.csv,mcan_small,49984
dataset_pt1_m22,clean_d0,specs/clean_d_spec.csv,mcan_large,91680
dataset_pt1_m23,clean_d0,specs/clean_d_spec.csv,ban_4,83237
dataset_pt1_m24,clean_d0,specs/clean_d_spec.csv,ban_8,6951
dataset_pt1_m25,clean_d0,specs/clean_d_spec.csv,mfb,43277
dataset_pt1_m26,clean_d0,specs/clean_d_spec.csv,mfh,93440
dataset_pt1_m27,clean_d0,specs/clean_d_spec.csv,butd,84056
dataset_pt1_m28,clean_d0,specs/clean_d_spec.csv,mmnasnet_small,87976
dataset_pt1_m29,clean_d0,specs/clean_d_spec.csv,mmnasnet_large,57355
dataset_pt1_m30,clean_d0,specs/clean_d_spec.csv,butd_eff,58571
dataset_pt1_m31,clean_d0,specs/clean_d_spec.csv,mcan_small,53787
dataset_pt1_m32,clean_d0,specs/clean_d_spec.csv,mcan_large,44016
dataset_pt1_m33,clean_d0,specs/clean_d_spec.csv,ban_4,30483
dataset_pt1_m34,clean_d0,specs/clean_d_spec.csv,ban_8,99465
dataset_pt1_m35,clean_d0,specs/clean_d_spec.csv,mfb,51877
dataset_pt1_m36,clean_d0,specs/clean_d_spec.csv,mfh,36430
dataset_pt1_m37,clean_d0,specs/clean_d_spec.csv,butd,56424
dataset_pt1_m38,clean_d0,specs/clean_d_spec.csv,mmnasnet_small,68636
dataset_pt1_m39,clean_d0,specs/clean_d_spec.csv,mmnasnet_large,84620
dataset_pt1_m40,clean_d0,specs/clean_d_spec.csv,butd_eff,61118
dataset_pt1_m41,clean_d0,specs/clean_d_spec.csv,mcan_small,85442
dataset_pt1_m42,clean_d0,specs/clean_d_spec.csv,mcan_large,72814
dataset_pt1_m43,clean_d0,specs/clean_d_spec.csv,ban_4,603
dataset_pt1_m44,clean_d0,specs/clean_d_spec.csv,ban_8,2310
dataset_pt1_m45,clean_d0,specs/clean_d_spec.csv,mfb,33445
dataset_pt1_m46,clean_d0,specs/clean_d_spec.csv,mfh,16759
dataset_pt1_m47,clean_d0,specs/clean_d_spec.csv,butd,58042
dataset_pt1_m48,clean_d0,specs/clean_d_spec.csv,mmnasnet_small,33620
dataset_pt1_m49,clean_d0,specs/clean_d_spec.csv,mmnasnet_large,14956
dataset_pt1_m50,clean_d0,specs/clean_d_spec.csv,butd_eff,78717
dataset_pt1_m51,clean_d0,specs/clean_d_spec.csv,mcan_small,98230
dataset_pt1_m52,clean_d0,specs/clean_d_spec.csv,mcan_large,6512
dataset_pt1_m53,clean_d0,specs/clean_d_spec.csv,ban_4,51421
dataset_pt1_m54,clean_d0,specs/clean_d_spec.csv,ban_8,73983
dataset_pt1_m55,clean_d0,specs/clean_d_spec.csv,mfb,77319
dataset_pt1_m56,clean_d0,specs/clean_d_spec.csv,mfh,67247
dataset_pt1_m57,clean_d0,specs/clean_d_spec.csv,butd,22405
dataset_pt1_m58,clean_d0,specs/clean_d_spec.csv,mmnasnet_small,53092
dataset_pt1_m59,clean_d0,specs/clean_d_spec.csv,mmnasnet_large,50764
dataset_pt1_m60,clean_d1,specs/clean_d_spec.csv,butd_eff,4543
dataset_pt1_m61,clean_d1,specs/clean_d_spec.csv,mcan_small,71868
dataset_pt1_m62,clean_d1,specs/clean_d_spec.csv,mcan_large,73135
dataset_pt1_m63,clean_d1,specs/clean_d_spec.csv,ban_4,65272
dataset_pt1_m64,clean_d1,specs/clean_d_spec.csv,ban_8,23444
dataset_pt1_m65,clean_d1,specs/clean_d_spec.csv,mfb,13953
dataset_pt1_m66,clean_d1,specs/clean_d_spec.csv,mfh,80258
dataset_pt1_m67,clean_d1,specs/clean_d_spec.csv,butd,44086
dataset_pt1_m68,clean_d1,specs/clean_d_spec.csv,mmnasnet_small,28838
dataset_pt1_m69,clean_d1,specs/clean_d_spec.csv,mmnasnet_large,57129
dataset_pt1_m70,clean_d1,specs/clean_d_spec.csv,butd_eff,24281
dataset_pt1_m71,clean_d1,specs/clean_d_spec.csv,mcan_small,66208
dataset_pt1_m72,clean_d1,specs/clean_d_spec.csv,mcan_large,45722
dataset_pt1_m73,clean_d1,specs/clean_d_spec.csv,ban_4,88744
dataset_pt1_m74,clean_d1,specs/clean_d_spec.csv,ban_8,20120
dataset_pt1_m75,clean_d1,specs/clean_d_spec.csv,mfb,5768
dataset_pt1_m76,clean_d1,specs/clean_d_spec.csv,mfh,15110
dataset_pt1_m77,clean_d1,specs/clean_d_spec.csv,butd,13521
dataset_pt1_m78,clean_d1,specs/clean_d_spec.csv,mmnasnet_small,80629
dataset_pt1_m79,clean_d1,specs/clean_d_spec.csv,mmnasnet_large,62312
dataset_pt1_m80,clean_d1,specs/clean_d_spec.csv,butd_eff,66625
dataset_pt1_m81,clean_d1,specs/clean_d_spec.csv,mcan_small,46931
dataset_pt1_m82,clean_d1,specs/clean_d_spec.csv,mcan_large,63217
dataset_pt1_m83,clean_d1,specs/clean_d_spec.csv,ban_4,98340
dataset_pt1_m84,clean_d1,specs/clean_d_spec.csv,ban_8,24291
dataset_pt1_m85,clean_d1,specs/clean_d_spec.csv,mfb,625
dataset_pt1_m86,clean_d1,specs/clean_d_spec.csv,mfh,54489
dataset_pt1_m87,clean_d1,specs/clean_d_spec.csv,butd,97642
dataset_pt1_m88,clean_d1,specs/clean_d_spec.csv,mmnasnet_small,16538
dataset_pt1_m89,clean_d1,specs/clean_d_spec.csv,mmnasnet_large,48638
dataset_pt1_m90,clean_d1,specs/clean_d_spec.csv,butd_eff,67260
dataset_pt1_m91,clean_d1,specs/clean_d_spec.csv,mcan_small,32940
dataset_pt1_m92,clean_d1,specs/clean_d_spec.csv,mcan_large,74570
dataset_pt1_m93,clean_d1,specs/clean_d_spec.csv,ban_4,56127
dataset_pt1_m94,clean_d1,specs/clean_d_spec.csv,ban_8,45408
dataset_pt1_m95,clean_d1,specs/clean_d_spec.csv,mfb,60332
dataset_pt1_m96,clean_d1,specs/clean_d_spec.csv,mfh,30914
dataset_pt1_m97,clean_d1,specs/clean_d_spec.csv,butd,1177
dataset_pt1_m98,clean_d1,specs/clean_d_spec.csv,mmnasnet_small,2561
dataset_pt1_m99,clean_d1,specs/clean_d_spec.csv,mmnasnet_large,15497
dataset_pt1_m100,clean_d1,specs/clean_d_spec.csv,butd_eff,10030
dataset_pt1_m101,clean_d1,specs/clean_d_spec.csv,mcan_small,38894
dataset_pt1_m102,clean_d1,specs/clean_d_spec.csv,mcan_large,44977
dataset_pt1_m103,clean_d1,specs/clean_d_spec.csv,ban_4,69619
dataset_pt1_m104,clean_d1,specs/clean_d_spec.csv,ban_8,61190
dataset_pt1_m105,clean_d1,specs/clean_d_spec.csv,mfb,40898
dataset_pt1_m106,clean_d1,specs/clean_d_spec.csv,mfh,52232
dataset_pt1_m107,clean_d1,specs/clean_d_spec.csv,butd,50873
dataset_pt1_m108,clean_d1,specs/clean_d_spec.csv,mmnasnet_small,8918
dataset_pt1_m109,clean_d1,specs/clean_d_spec.csv,mmnasnet_large,2867
dataset_pt1_m110,clean_d1,specs/clean_d_spec.csv,butd_eff,53474
dataset_pt1_m111,clean_d1,specs/clean_d_spec.csv,mcan_small,87468
dataset_pt1_m112,clean_d1,specs/clean_d_spec.csv,mcan_large,60409
dataset_pt1_m113,clean_d1,specs/clean_d_spec.csv,ban_4,54564
dataset_pt1_m114,clean_d1,specs/clean_d_spec.csv,ban_8,29026
dataset_pt1_m115,clean_d1,specs/clean_d_spec.csv,mfb,33073
dataset_pt1_m116,clean_d1,specs/clean_d_spec.csv,mfh,96495
dataset_pt1_m117,clean_d1,specs/clean_d_spec.csv,butd,18294
dataset_pt1_m118,clean_d1,specs/clean_d_spec.csv,mmnasnet_small,5879
dataset_pt1_m119,clean_d1,specs/clean_d_spec.csv,mmnasnet_large,46534
dataset_pt1_m120,clean_d2,specs/clean_d_spec.csv,butd_eff,79006
dataset_pt1_m121,clean_d2,specs/clean_d_spec.csv,mcan_small,61254
dataset_pt1_m122,clean_d2,specs/clean_d_spec.csv,mcan_large,75231
dataset_pt1_m123,clean_d2,specs/clean_d_spec.csv,ban_4,50580
dataset_pt1_m124,clean_d2,specs/clean_d_spec.csv,ban_8,44161
dataset_pt1_m125,clean_d2,specs/clean_d_spec.csv,mfb,94542
dataset_pt1_m126,clean_d2,specs/clean_d_spec.csv,mfh,2439
dataset_pt1_m127,clean_d2,specs/clean_d_spec.csv,butd,52359
dataset_pt1_m128,clean_d2,specs/clean_d_spec.csv,mmnasnet_small,37663
dataset_pt1_m129,clean_d2,specs/clean_d_spec.csv,mmnasnet_large,85862
dataset_pt1_m130,clean_d2,specs/clean_d_spec.csv,butd_eff,31505
dataset_pt1_m131,clean_d2,specs/clean_d_spec.csv,mcan_small,39026
dataset_pt1_m132,clean_d2,specs/clean_d_spec.csv,mcan_large,68605
dataset_pt1_m133,clean_d2,specs/clean_d_spec.csv,ban_4,97588
dataset_pt1_m134,clean_d2,specs/clean_d_spec.csv,ban_8,14789
dataset_pt1_m135,clean_d2,specs/clean_d_spec.csv,mfb,38731
dataset_pt1_m136,clean_d2,specs/clean_d_spec.csv,mfh,9971
dataset_pt1_m137,clean_d2,specs/clean_d_spec.csv,butd,43796
dataset_pt1_m138,clean_d2,specs/clean_d_spec.csv,mmnasnet_small,92409
dataset_pt1_m139,clean_d2,specs/clean_d_spec.csv,mmnasnet_large,19127
dataset_pt1_m140,clean_d2,specs/clean_d_spec.csv,butd_eff,57360
dataset_pt1_m141,clean_d2,specs/clean_d_spec.csv,mcan_small,38394
dataset_pt1_m142,clean_d2,specs/clean_d_spec.csv,mcan_large,52451
dataset_pt1_m143,clean_d2,specs/clean_d_spec.csv,ban_4,61567
dataset_pt1_m144,clean_d2,specs/clean_d_spec.csv,ban_8,45832
dataset_pt1_m145,clean_d2,specs/clean_d_spec.csv,mfb,10642
dataset_pt1_m146,clean_d2,specs/clean_d_spec.csv,mfh,23243
dataset_pt1_m147,clean_d2,specs/clean_d_spec.csv,butd,11336
dataset_pt1_m148,clean_d2,specs/clean_d_spec.csv,mmnasnet_small,63287
dataset_pt1_m149,clean_d2,specs/clean_d_spec.csv,mmnasnet_large,55675
dataset_pt1_m150,clean_d2,specs/clean_d_spec.csv,butd_eff,48640
dataset_pt1_m151,clean_d2,specs/clean_d_spec.csv,mcan_small,91084
dataset_pt1_m152,clean_d2,specs/clean_d_spec.csv,mcan_large,10003
dataset_pt1_m153,clean_d2,specs/clean_d_spec.csv,ban_4,20331
dataset_pt1_m154,clean_d2,specs/clean_d_spec.csv,ban_8,14062
dataset_pt1_m155,clean_d2,specs/clean_d_spec.csv,mfb,2278
dataset_pt1_m156,clean_d2,specs/clean_d_spec.csv,mfh,37671
dataset_pt1_m157,clean_d2,specs/clean_d_spec.csv,butd,66424
dataset_pt1_m158,clean_d2,specs/clean_d_spec.csv,mmnasnet_small,40715
dataset_pt1_m159,clean_d2,specs/clean_d_spec.csv,mmnasnet_large,78772
dataset_pt1_m160,clean_d2,specs/clean_d_spec.csv,butd_eff,22871
dataset_pt1_m161,clean_d2,specs/clean_d_spec.csv,mcan_small,54919
dataset_pt1_m162,clean_d2,specs/clean_d_spec.csv,mcan_large,20019
dataset_pt1_m163,clean_d2,specs/clean_d_spec.csv,ban_4,58197
dataset_pt1_m164,clean_d2,specs/clean_d_spec.csv,ban_8,64451
dataset_pt1_m165,clean_d2,specs/clean_d_spec.csv,mfb,97803
dataset_pt1_m166,clean_d2,specs/clean_d_spec.csv,mfh,51312
dataset_pt1_m167,clean_d2,specs/clean_d_spec.csv,butd,42359
dataset_pt1_m168,clean_d2,specs/clean_d_spec.csv,mmnasnet_small,45798
dataset_pt1_m169,clean_d2,specs/clean_d_spec.csv,mmnasnet_large,12027
dataset_pt1_m170,clean_d2,specs/clean_d_spec.csv,butd_eff,47168
dataset_pt1_m171,clean_d2,specs/clean_d_spec.csv,mcan_small,74546
dataset_pt1_m172,clean_d2,specs/clean_d_spec.csv,mcan_large,83080
dataset_pt1_m173,clean_d2,specs/clean_d_spec.csv,ban_4,59056
dataset_pt1_m174,clean_d2,specs/clean_d_spec.csv,ban_8,30787
dataset_pt1_m175,clean_d2,specs/clean_d_spec.csv,mfb,15356
dataset_pt1_m176,clean_d2,specs/clean_d_spec.csv,mfh,22854
dataset_pt1_m177,clean_d2,specs/clean_d_spec.csv,butd,40841
dataset_pt1_m178,clean_d2,specs/clean_d_spec.csv,mmnasnet_small,44977
dataset_pt1_m179,clean_d2,specs/clean_d_spec.csv,mmnasnet_large,26071
dataset_pt1_m180,clean_d3,specs/clean_d_spec.csv,butd_eff,44366
dataset_pt1_m181,clean_d3,specs/clean_d_spec.csv,mcan_small,51400
dataset_pt1_m182,clean_d3,specs/clean_d_spec.csv,mcan_large,6414
dataset_pt1_m183,clean_d3,specs/clean_d_spec.csv,ban_4,59056
dataset_pt1_m184,clean_d3,specs/clean_d_spec.csv,ban_8,66704
dataset_pt1_m185,clean_d3,specs/clean_d_spec.csv,mfb,38225
dataset_pt1_m186,clean_d3,specs/clean_d_spec.csv,mfh,676
dataset_pt1_m187,clean_d3,specs/clean_d_spec.csv,butd,19054
dataset_pt1_m188,clean_d3,specs/clean_d_spec.csv,mmnasnet_small,80580
dataset_pt1_m189,clean_d3,specs/clean_d_spec.csv,mmnasnet_large,9464
dataset_pt1_m190,clean_d3,specs/clean_d_spec.csv,butd_eff,17825
dataset_pt1_m191,clean_d3,specs/clean_d_spec.csv,mcan_small,26934
dataset_pt1_m192,clean_d3,specs/clean_d_spec.csv,mcan_large,96745
dataset_pt1_m193,clean_d3,specs/clean_d_spec.csv,ban_4,55613
dataset_pt1_m194,clean_d3,specs/clean_d_spec.csv,ban_8,79510
dataset_pt1_m195,clean_d3,specs/clean_d_spec.csv,mfb,55206
dataset_pt1_m196,clean_d3,specs/clean_d_spec.csv,mfh,63786
dataset_pt1_m197,clean_d3,specs/clean_d_spec.csv,butd,27477
dataset_pt1_m198,clean_d3,specs/clean_d_spec.csv,mmnasnet_small,15253
dataset_pt1_m199,clean_d3,specs/clean_d_spec.csv,mmnasnet_large,33398
dataset_pt1_m200,clean_d3,specs/clean_d_spec.csv,butd_eff,8631
dataset_pt1_m201,clean_d3,specs/clean_d_spec.csv,mcan_small,66348
dataset_pt1_m202,clean_d3,specs/clean_d_spec.csv,mcan_large,17728
dataset_pt1_m203,clean_d3,specs/clean_d_spec.csv,ban_4,36402
dataset_pt1_m204,clean_d3,specs/clean_d_spec.csv,ban_8,56796
dataset_pt1_m205,clean_d3,specs/clean_d_spec.csv,mfb,89639
dataset_pt1_m206,clean_d3,specs/clean_d_spec.csv,mfh,28793
